".underwritingdataclarity.clearfraud.clearfraudinquiry.thirtydaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.twentyfourhoursago",".underwritingdataclarity.clearfraud.clearfraudinquiry.oneminuteago",".underwritingdataclarity.clearfraud.clearfraudinquiry.onehourago",".underwritingdataclarity.clearfraud.clearfraudinquiry.ninetydaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.sevendaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.tenminutesago",".underwritingdataclarity.clearfraud.clearfraudinquiry.fifteendaysago",".underwritingdataclarity.clearfraud.clearfraudinquiry.threesixtyfivedaysago",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryonfilecurrentaddressconflict",".underwritingdataclarity.clearfraud.clearfraudindicator.totalnumberoffraudindicators",".underwritingdataclarity.clearfraud.clearfraudindicator.telephonenumberinconsistentwithaddress",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryageyoungerthanssnissuedate",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddresscautious",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddressnonresidential",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddresshighrisk",".underwritingdataclarity.clearfraud.clearfraudindicator.ssnreportedmorefrequentlyforanother",".underwritingdataclarity.clearfraud.clearfraudindicator.currentaddressreportedbytradeopenlt90days",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssninvalid",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssnissuedatecannotbeverified",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddresscautious",".underwritingdataclarity.clearfraud.clearfraudindicator.morethan3inquiriesinthelast30days",".underwritingdataclarity.clearfraud.clearfraudindicator.onfileaddressnonresidential",".underwritingdataclarity.clearfraud.clearfraudindicator.creditestablishedpriortossnissuedate",".underwritingdataclarity.clearfraud.clearfraudindicator.driverlicenseformatinvalid",".underwritingdataclarity.clearfraud.clearfraudindicator.inputssnrecordedasdeceased",".underwritingdataclarity.clearfraud.clearfraudindicator.inquiryaddresshighrisk",".underwritingdataclarity.clearfraud.clearfraudindicator.inquirycurrentaddressnotonfile",".underwritingdataclarity.clearfraud.clearfraudindicator.bestonfilessnissuedatecannotbeverified",".underwritingdataclarity.clearfraud.clearfraudindicator.highprobabilityssnbelongstoanother",".underwritingdataclarity.clearfraud.clearfraudindicator.maxnumberofssnswithanybankaccount",".underwritingdataclarity.clearfraud.clearfraudindicator.bestonfilessnrecordedasdeceased",".underwritingdataclarity.clearfraud.clearfraudindicator.currentaddressreportedbynewtradeonly",".underwritingdataclarity.clearfraud.clearfraudindicator.creditestablishedbeforeage18",".underwritingdataclarity.clearfraud.clearfraudindicator.telephonenumberinconsistentwithstate",".underwritingdataclarity.clearfraud.clearfraudindicator.driverlicenseinconsistentwithonfile",".underwritingdataclarity.clearfraud.clearfraudindicator.workphonepreviouslylistedascellphone",".underwritingdataclarity.clearfraud.clearfraudindicator.workphonepreviouslylistedashomephone",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamematch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressmatch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchtype",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamereasoncodedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchresult",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressreasoncodedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonematchtypedescription",".underwritingdataclarity.clearfraud.clearfraudidentityverification.overallmatchresult",".underwritingdataclarity.clearfraud.clearfraudidentityverification.phonetype",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssndobreasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssnnamereasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.nameaddressreasoncode",".underwritingdataclarity.clearfraud.clearfraudidentityverification.ssndobmatch",".underwritingdataclarity.clearfraud.clearfraudidentityverification.overallmatchreasoncode","clearfraudscore","underwritingid"
3,2,1,2,3,3,2,3,4,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"partial","match","M","(S03) SSN match to address only","unavailable","","(M) Mobile Phone","partial","","D07","S03","","partial",27,802,"57538e08e4b0c6a2be69024d"
4,3,3,3,9,3,3,4,77,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,861,"575406cde4b0c6a2be918bb1"
3,3,1,3,3,3,3,3,3,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",2,796,"57542c78e4b0c6a2bea666b1"
3,3,3,3,3,3,3,3,3,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,,,FALSE,FALSE,"match","match","","","invalid","","","match","","","","","match",1,884,"57543ec0e4b0c6a2bebbb91a"
6,6,1,6,6,6,6,6,13,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",17,651,"57544e8de4b0c6a2becc1315"
3,3,3,3,5,3,3,3,5,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,791,"57546472e4b0c6a2bee62bd2"
3,3,3,3,3,3,3,3,12,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,668,"575464c7e4b061d2d2616ef3"
5,5,5,5,5,5,5,5,11,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,673,"57546585e4b061d2d2624745"
4,4,3,4,5,4,4,4,8,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",17,786,"57546645e4b0c6a2bee767fa"
15,1,1,1,15,1,1,5,15,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"partial","match","M","(S03) SSN match to address only","unavailable","","(M) Mobile Phone","partial","","","S03","","match",26,573,"57546b65e4b0c6a2beed7fff"
7,1,1,1,20,4,1,7,120,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"partial","unavailable","M","(S03) SSN match to address only","unavailable","","(M) Mobile Phone","partial","","","S03","","match",41,742,"575480dee4b0c6a2bf10a618"
6,6,5,6,6,6,6,6,7,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",17,889,"57548628e4b0c6a2bf196430"
3,3,3,3,6,3,3,3,16,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,767,"57548b37e4b061d2d2a883a5"
5,5,1,5,8,5,5,5,18,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,752,"57548c8ce4b0c6a2bf219a68"
8,3,1,3,8,3,2,8,59,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,463,"57549147e4b0c6a2bf27b32f"
5,5,1,5,5,5,5,5,26,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,643,"57549e18e4b0c6a2bf387183"
11,1,1,1,17,8,1,8,39,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,722,"5754a0dce4b0c6a2bf3baf4f"
3,3,1,3,3,3,3,3,3,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,786,"5754a5a7e4b0c6a2bf3fd21f"
7,6,2,6,7,7,2,7,11,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",2,711,"5754aca5e4b0c6a2bf45fd22"
9,3,1,3,14,3,3,3,46,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,639,"5754af66e4b0c6a2bf48f416"
4,4,4,4,5,4,4,4,29,TRUE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,588,"5754bc8ee4b061d2d2ff8fb0"
4,4,4,4,13,4,4,4,14,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mismatch","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",61,751,"5754c74be4b061d2d30f9fa8"
4,3,3,3,4,3,3,3,4,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","unavailable","P","","unavailable","","(P) Pager","partial","","","","","match",16,798,"5754e294e4b0c6a2bf76ecc7"
9,1,1,1,9,9,1,9,42,FALSE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"mismatch","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",56,469,"5754e355e4b0c6a2bf7722a6"
5,5,1,5,6,5,3,5,6,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,498,"5754e493e4b0c6a2bf777f05"
4,4,1,4,11,4,4,4,30,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","mismatch","A","","partial","","(A) Address Only","partial","R","","","","match",11,610,"5754f01fe4b0c6a2bf7f1808"
9,5,1,5,25,5,1,6,25,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D03","","","partial",12,784,"5754f047e4b0c6a2bf7f3159"
4,4,4,4,4,4,4,4,4,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,766,"5754f629e4b0c6a2bf81e6c1"
14,6,3,6,16,7,3,7,19,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,800,"5754f852e4b061d2d349ebb5"
8,8,1,8,18,8,8,8,21,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,618,"5754fd7ae4b0c6a2bf83b6df"
3,3,1,2,3,3,1,3,3,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","match","","","","","match",1,735,"57552524e4b0c6a2bf8fdacf"
8,8,1,8,8,8,6,8,23,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","D03","","A8","partial",7,760,"57555eece4b0c6a2bfa6e4c8"
5,5,1,5,5,5,5,5,5,TRUE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",12,624,"575561bee4b0c6a2bfaae3b5"
6,2,1,1,6,4,1,4,76,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,"match","invalid","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",21,455,"57556bbde4b0c6a2bfbd6a35"
4,4,3,4,4,4,4,4,4,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"partial","partial","M","(S03) SSN match to address only","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","S03","A8","match",31,837,"57556e29e4b0c6a2bfc2c4ba"
3,2,1,2,3,2,2,3,6,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,711,"57556ffee4b0c6a2bfc6e298"
7,7,1,7,7,7,4,7,9,TRUE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,475,"57557454e4b0c6a2bfd069f2"
3,3,1,3,19,3,1,3,66,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,462,"57557875e4b0c6a2bfdb0287"
22,3,3,3,38,11,3,11,48,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"partial","match","M","(S03) SSN match to address only","unavailable","","(M) Mobile Phone","partial","","","S03","","match",26,489,"57557a53e4b0c6a2bfe176f3"
9,7,1,7,17,7,1,9,58,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","match","FA","","match","","(FA) Full Name and Address","partial","R","D07","","","partial",2,482,"57557d09e4b0c6a2bfe8bfc1"
1,1,1,1,1,1,1,1,55,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,826,"575583c6e4b0c6a2bfffd0c8"
4,4,4,4,4,4,4,4,4,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","U","","unavailable","","(U) Unlisted","match","","","","","match",1,775,"57558520e4b0c6a2c0039e55"
12,11,1,11,22,12,11,12,34,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,454,"5755891ae4b0c6a2c011397b"
19,5,1,5,19,5,5,5,41,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,339,"57558974e4b0c6a2c0129c66"
4,3,1,3,4,3,3,4,4,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,558,"57558b06e4b0c6a2c019a13d"
12,5,1,5,12,5,5,5,12,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,569,"575592f1e4b0c6a2c03983f3"
6,6,4,6,6,6,6,6,6,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",11,870,"57559cafe4b0c6a2c06402de"
7,5,3,5,7,7,3,7,26,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,780,"57559d1ee4b061d2d4eb7a91"
3,3,1,1,3,3,1,3,5,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","partial","M","","unavailable","(A8) Match to Last Name only","(M) Mobile Phone","partial","","","","A8","match",6,644,"57559e4de4b0c6a2c06b981f"
9,6,3,6,20,6,3,9,26,FALSE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"match","unavailable","U","","unavailable","","(U) Unlisted","partial","","","","","match",16,458,"57559ebbe4b061d2d4f8bfd0"
8,6,1,6,8,6,6,8,8,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,"match","mismatch","M","","unavailable","","(M) Mobile Phone","partial","","D07","","","partial",12,581,"5755a3aee4b0c6a2c07e26e6"
10,10,1,10,20,10,1,10,27,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"partial","partial","LA","","match","(A8) Match to Last Name only","(LA) Last Name and Address","partial","R","","","A8","match",31,604,"5755a543e4b0c6a2c086a61d"
12,2,1,2,12,2,2,2,12,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,"match","unavailable","M","","unavailable","","(M) Mobile Phone","partial","","","","","match",16,701,"5755a75ee4b0c6a2c08ddfeb"
3,3,1,1,4,3,1,3,7,FALSE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,"match","match","M","","unavailable","","(M) Mobile Phone","partial","","D04","","","invalid",5,918,"5755a807e4b0c6a2c091c13c"
